Date,ResourceID,Service,Department,Environment,UsageAmount,Cost,Currency
2026-03-22,res-5319,S3 (Storage),Data Science,Staging,0.0,189.93,USD
2026-02-25,res-2081,Lambda (Serverless),Sales,Prod,0.0,138.87,USD
2026-03-14,res-2536,S3 (Storage),Marketing,Staging,63.636555272081864,34.87,USD
2026-02-02,res-3459,RDS (Database),,Staging,95.74123055073524,38.4,USD
2026-01-06,res-4190,RDS (Database),Data Science,Staging,61.84384499782625,43.29,USD
2026-03-23,res-3114,Lambda (Serverless),Sales,Prod,68.75389828932485,26.62,USD
2026-01-22,res-6107,CloudFront (CDN),Marketing,Prod,57.80815948471812,6.98,USD
2026-02-20,res-4016,S3 (Storage),Marketing,Prod,97.62845375034009,47.15,USD
2026-01-20,res-1461,RDS (Database),Engineering,Staging,84.90947380392947,14.57,USD
2026-01-30,res-3790,Lambda (Serverless),Data Science,Dev,1.594410781841177,29.82,USD
2026-02-04,res-4963,RDS (Database),,Staging,29.94794292628766,14.02,USD
2026-01-23,res-4161,EC2 (Compute),,Dev,79.55669119766144,0.11,USD
2026-01-22,res-6194,EC2 (Compute),Engineering,Staging,56.93233543625895,37.21,USD
2026-03-06,res-5830,CloudFront (CDN),Data Science,Staging,88.48856333961702,33.92,USD
2026-03-03,res-7295,Lambda (Serverless),Marketing,Dev,59.30136142258646,35.99,USD
2026-01-02,res-2798,RDS (Database),Data Science,Prod,36.719709311381294,17.02,USD
2026-02-09,res-5159,CloudFront (CDN),Marketing,Prod,97.98341185852973,44.04,USD
2026-03-14,res-2737,RDS (Database),Engineering,Prod,43.160035467416286,5.73,USD
2026-03-10,res-7616,Lambda (Serverless),Engineering,Prod,66.87440277153382,45.71,USD
2026-01-21,res-2195,CloudFront (CDN),Marketing,Prod,1.0399943065266863,10.04,USD
2026-01-30,res-4542,S3 (Storage),Marketing,Dev,86.18828259809968,8.72,USD
2026-02-11,res-7979,Lambda (Serverless),Sales,Dev,64.11385382421128,1.12,USD
2026-03-31,res-7443,CloudFront (CDN),Data Science,Dev,88.9473185459941,20.94,USD
2026-01-09,res-5344,RDS (Database),Engineering,Prod,82.62451010063296,38.93,USD
2026-03-22,res-7719,EC2 (Compute),Sales,Staging,15.886411194731894,26.38,USD
2026-01-05,res-3721,RDS (Database),Data Science,Staging,76.99582340842996,25.45,USD
2026-03-11,res-4529,EC2 (Compute),,Staging,53.413824069053256,45.21,USD
2026-01-02,res-5560,RDS (Database),Data Science,Dev,56.84244097076468,29.74,USD
2026-01-26,res-2729,Lambda (Serverless),Marketing,Prod,5.28972923309178,43.43,USD
2026-02-13,res-9262,EC2 (Compute),,Dev,86.61255563635177,6.97,USD
2026-02-20,res-2321,RDS (Database),Data Science,Prod,68.93764341380295,37.53,USD
2026-04-01,res-6184,RDS (Database),Engineering,Prod,84.41847712612996,3.9,USD
2026-02-19,res-6476,RDS (Database),Engineering,Prod,7.366409377204315,24.03,USD
2026-01-23,res-8225,EC2 (Compute),Sales,Prod,98.06740452802613,3.33,USD
2026-02-11,res-6201,S3 (Storage),Engineering,Prod,2.3773540309174015,34.95,USD
2026-01-02,res-3326,RDS (Database),Data Science,Staging,29.801783798033117,20.14,USD
2026-02-19,res-1416,EC2 (Compute),Sales,Prod,31.85220014083995,10.29,USD
2026-01-30,res-5074,Lambda (Serverless),Data Science,Prod,70.87795647095895,6.31,USD
2026-03-15,res-9054,EC2 (Compute),Sales,Staging,75.01486767153291,27.09,USD
2026-01-03,res-8017,EC2 (Compute),,Prod,45.678740695404855,35.99,USD
2026-02-05,res-5063,S3 (Storage),Data Science,Dev,24.84325019310534,2.46,USD
2026-03-28,res-8742,S3 (Storage),Marketing,Staging,66.41274563985458,48.51,USD
2026-03-10,res-3080,S3 (Storage),Marketing,Prod,55.32511862891505,18.31,USD
2026-02-14,res-3854,Lambda (Serverless),Sales,Staging,51.83191767872122,43.01,USD
2026-01-06,res-4415,EC2 (Compute),Engineering,Prod,0.0,117.74,USD
2026-03-07,res-8129,S3 (Storage),Data Science,Dev,31.68060798708052,47.52,USD
2026-01-19,res-2759,Lambda (Serverless),Marketing,Staging,44.43839466148301,12.58,USD
2026-02-28,res-3398,CloudFront (CDN),Marketing,Dev,53.907930726200476,44.88,USD
2026-01-13,res-8437,EC2 (Compute),Engineering,Staging,20.882319801299992,44.84,USD
2026-02-04,res-8734,CloudFront (CDN),Sales,Prod,35.25850784185393,32.1,USD
2026-01-29,res-4833,Lambda (Serverless),Sales,Dev,4.754124245209989,6.7,USD
2026-02-09,res-9852,CloudFront (CDN),Engineering,Dev,63.63045774689878,38.02,USD
2026-03-28,res-3571,EC2 (Compute),,Prod,66.90975442607841,5.66,USD
2026-01-19,res-9658,S3 (Storage),,Dev,48.11972279200341,45.03,USD
2026-02-26,res-5103,CloudFront (CDN),Data Science,Staging,15.719010591302357,9.62,USD
2026-02-01,res-3773,S3 (Storage),Marketing,Dev,58.44543043148788,29.59,USD
2026-02-09,res-5505,Lambda (Serverless),Engineering,Prod,76.74478418133418,28.96,USD
2026-02-11,res-3368,S3 (Storage),Marketing,Dev,95.90651065236574,11.84,USD
2026-03-02,res-9008,EC2 (Compute),Sales,Prod,73.54930083271493,44.07,USD
2026-02-05,res-2312,Lambda (Serverless),Engineering,Prod,43.52773202086309,20.18,USD
2026-01-05,res-7445,Lambda (Serverless),Marketing,Staging,62.36621026863474,17.52,USD
2026-01-30,res-7558,Lambda (Serverless),Engineering,Staging,35.44173486828745,39.05,USD
2026-03-27,res-8878,RDS (Database),Engineering,Staging,12.754331249636493,18.5,USD
2026-02-28,res-4382,Lambda (Serverless),Marketing,Dev,3.0489928000941435,6.87,USD
2026-02-10,res-5361,S3 (Storage),Data Science,Staging,39.629944914159104,25.97,USD
2026-02-22,res-5588,S3 (Storage),,Dev,10.385929762038739,40.78,USD
2026-03-09,res-6591,S3 (Storage),Data Science,Dev,35.30793883231233,49.48,USD
2026-03-20,res-6769,RDS (Database),Sales,Prod,30.672730045656934,36.14,USD
2026-01-07,res-5459,S3 (Storage),Data Science,Dev,28.80839553489438,40.56,USD
2026-01-22,res-3567,S3 (Storage),Data Science,Dev,67.23803786739063,28.14,USD
2026-02-13,res-3898,RDS (Database),Data Science,Prod,95.09187524329302,43.15,USD
2026-01-05,res-5298,EC2 (Compute),Data Science,Prod,35.00327444865484,34.06,USD
2026-03-15,res-1610,CloudFront (CDN),Data Science,Staging,97.23324737045756,36.27,USD
2026-01-18,res-9409,Lambda (Serverless),Engineering,Dev,88.00133278792,38.56,USD
2026-02-20,res-3765,CloudFront (CDN),Data Science,Prod,90.50585165021505,44.35,USD
2026-01-12,res-1152,S3 (Storage),Engineering,Dev,49.78886105520632,48.63,USD
2026-03-17,res-6470,EC2 (Compute),Data Science,Dev,55.34443180699602,7.43,USD
2026-02-13,res-3874,Lambda (Serverless),Sales,Staging,38.80995842555827,5.52,USD
2026-01-03,res-1038,CloudFront (CDN),Sales,Dev,7.691015882694904,22.69,USD
2026-03-18,res-7877,EC2 (Compute),Engineering,Staging,23.84050840549946,16.3,USD
2026-03-26,res-8528,S3 (Storage),Data Science,Staging,0.0,76.51,USD
2026-01-13,res-6228,CloudFront (CDN),Data Science,Prod,19.814215507016367,0.6,USD
2026-02-23,res-5844,CloudFront (CDN),,Staging,94.90276261851547,38.42,USD
2026-02-19,res-5061,Lambda (Serverless),Engineering,Dev,42.3741915416195,42.52,USD
2026-01-19,res-9952,S3 (Storage),Marketing,Prod,36.94985110370825,6.77,USD
2026-02-19,res-7148,S3 (Storage),Marketing,Staging,94.4982183869058,32.77,USD
2026-01-04,res-3737,EC2 (Compute),Data Science,Staging,64.51875689957427,28.53,USD
2026-02-24,res-3336,CloudFront (CDN),Sales,Dev,80.99235566513202,35.02,USD
2026-03-03,res-7681,RDS (Database),Engineering,Staging,28.02127173601241,26.24,USD
2026-02-22,res-2049,S3 (Storage),Sales,Prod,50.143087828809115,18.15,USD
2026-02-11,res-1477,S3 (Storage),Engineering,Prod,75.86618725992162,21.38,USD
2026-01-17,res-6429,EC2 (Compute),Data Science,Staging,54.77754149727847,48.46,USD
2026-02-27,res-4576,S3 (Storage),,Prod,92.95612422280625,20.83,USD
2026-02-06,res-3398,RDS (Database),Sales,Dev,74.67195959762945,49.94,USD
2026-01-06,res-8412,S3 (Storage),Engineering,Dev,4.838775811654163,38.1,USD
2026-02-02,res-9616,RDS (Database),,Dev,36.27224892460093,45.34,USD
2026-01-09,res-8522,CloudFront (CDN),Sales,Prod,53.62119366915857,30.6,USD
2026-01-11,res-5849,S3 (Storage),,Dev,39.00590581565112,23.24,USD
2026-03-16,res-3192,EC2 (Compute),Data Science,Prod,1.3296663691205293,28.07,USD
2026-03-14,res-8268,S3 (Storage),,Dev,1.8000699738498795,11.85,USD
2026-01-27,res-2574,Lambda (Serverless),Marketing,Prod,47.01245275396536,48.18,USD
2026-02-03,res-9526,RDS (Database),Marketing,Prod,96.9438346854631,9.58,USD
2026-02-24,res-1550,RDS (Database),,Staging,68.83440831206873,39.46,USD
2026-02-08,res-9470,EC2 (Compute),Marketing,Staging,13.766194144391772,27.12,USD
2026-03-01,res-4583,Lambda (Serverless),Data Science,Staging,55.92703501295762,35.64,USD
2026-01-07,res-1118,EC2 (Compute),Data Science,Prod,63.64753848184325,18.29,USD
2026-03-01,res-8564,CloudFront (CDN),Engineering,Staging,0.0,135.15,USD
2026-02-22,res-6368,Lambda (Serverless),Data Science,Dev,27.88345516432108,22.97,USD
2026-02-08,res-4819,Lambda (Serverless),Data Science,Prod,26.68918942608633,17.53,USD
2026-03-22,res-6449,Lambda (Serverless),Marketing,Dev,53.356920021129454,33.79,USD
2026-01-08,res-2309,RDS (Database),,Staging,26.465329407873934,29.28,USD
2026-02-01,res-2156,Lambda (Serverless),Marketing,Prod,41.956167327845314,0.95,USD
2026-03-26,res-1801,CloudFront (CDN),Engineering,Staging,59.46492450013881,9.46,USD
2026-03-15,res-7602,EC2 (Compute),Data Science,Dev,86.57755450739931,29.31,USD
2026-03-10,res-7465,EC2 (Compute),Sales,Staging,25.250794671251903,16.41,USD
2026-02-28,res-1632,Lambda (Serverless),Data Science,Dev,48.51507949421021,6.23,USD
2026-02-26,res-7141,RDS (Database),Engineering,Dev,35.633934326289584,40.95,USD
2026-03-17,res-5408,S3 (Storage),Data Science,Dev,10.21666172245933,29.94,USD
2026-01-06,res-9783,S3 (Storage),Sales,Dev,0.0,97.9,USD
2026-01-01,res-8944,RDS (Database),Data Science,Prod,75.00310375981708,15.81,USD
2026-03-14,res-9561,Lambda (Serverless),,Dev,54.21623362861859,3.4,USD
2026-03-16,res-6609,S3 (Storage),Sales,Prod,75.56465218162376,6.67,USD
2026-02-22,res-1233,EC2 (Compute),Sales,Staging,57.851359664138016,43.57,USD
2026-03-19,res-8375,EC2 (Compute),Data Science,Staging,17.376014761453995,20.1,USD
2026-01-04,res-3246,RDS (Database),Data Science,Staging,36.56969881796065,24.51,USD
2026-02-18,res-7704,Lambda (Serverless),,Staging,91.6531276770499,40.5,USD
2026-03-19,res-1062,S3 (Storage),Data Science,Dev,85.84678176012191,29.36,USD
2026-01-21,res-6951,Lambda (Serverless),Sales,Prod,55.41798531064436,16.33,USD
2026-02-04,res-3771,S3 (Storage),Sales,Prod,3.9918951896406862,16.82,USD
2026-02-22,res-5819,Lambda (Serverless),Marketing,Dev,53.73760467410027,49.47,USD
2026-02-28,res-4135,RDS (Database),Data Science,Staging,9.408942382629748,11.89,USD
2026-01-26,res-6712,S3 (Storage),,Dev,60.2269838789302,42.48,USD
2026-01-31,res-6405,RDS (Database),Engineering,Dev,60.95358767118551,42.17,USD
2026-01-26,res-6900,CloudFront (CDN),Marketing,Prod,35.49161483641561,9.44,USD
2026-02-17,res-5466,RDS (Database),Data Science,Staging,26.694571143632317,47.79,USD
2026-02-06,res-2219,EC2 (Compute),Engineering,Prod,75.71080826205242,12.31,USD
2026-01-09,res-1309,S3 (Storage),Data Science,Staging,94.17137085635258,33.57,USD
2026-04-01,res-6427,EC2 (Compute),Engineering,Staging,64.91841243102971,1.34,USD
2026-03-24,res-1284,S3 (Storage),,Prod,96.2899886368904,14.69,USD
2026-01-20,res-1373,S3 (Storage),,Staging,74.18991575440658,49.62,USD
2026-01-08,res-8169,EC2 (Compute),Data Science,Staging,57.76407492554887,22.66,USD
2026-03-27,res-3038,S3 (Storage),Data Science,Prod,48.076214894183,31.51,USD
2026-03-03,res-4328,Lambda (Serverless),Marketing,Staging,90.52733540055688,48.38,USD
2026-02-04,res-9471,S3 (Storage),,Prod,56.33619547295529,32.43,USD
2026-03-28,res-1609,EC2 (Compute),Marketing,Dev,53.786552926792176,32.37,USD
2026-03-15,res-6983,CloudFront (CDN),Data Science,Dev,66.81244776210737,33.87,USD
2026-01-30,res-5298,Lambda (Serverless),Sales,Prod,65.25211483527286,16.39,USD
2026-03-24,res-7076,EC2 (Compute),,Prod,30.513631373650757,49.4,USD
2026-02-06,res-9487,CloudFront (CDN),Engineering,Staging,0.0,174.7,USD
2026-01-09,res-1415,RDS (Database),Marketing,Dev,2.2371896576364723,32.14,USD
2026-01-06,res-2761,RDS (Database),Sales,Staging,56.59205332953219,42.83,USD
2026-02-07,res-1124,S3 (Storage),,Prod,85.23131697660085,45.83,USD
2026-03-12,res-6758,EC2 (Compute),Engineering,Staging,42.22794758627072,43.48,USD
2026-02-18,res-5355,Lambda (Serverless),Marketing,Dev,81.18298734729095,14.69,USD
2026-02-03,res-5968,Lambda (Serverless),Sales,Staging,46.59378946826423,26.47,USD
2026-01-03,res-7299,Lambda (Serverless),,Dev,54.65408126309354,43.16,USD
2026-02-26,res-4803,CloudFront (CDN),Marketing,Dev,7.797071884627024,22.96,USD
2026-03-26,res-9449,CloudFront (CDN),Sales,Staging,36.19181582586919,34.52,USD
2026-02-20,res-1809,CloudFront (CDN),,Dev,14.596408140494939,47.18,USD
2026-01-19,res-2978,RDS (Database),,Prod,8.258891170991843,5.44,USD
2026-01-11,res-8904,RDS (Database),,Dev,77.64838320446884,47.8,USD
2026-01-25,res-7962,EC2 (Compute),Marketing,Staging,29.457769475308837,13.64,USD
2026-02-27,res-3427,Lambda (Serverless),Engineering,Prod,43.50505647445369,43.84,USD
2026-01-29,res-7404,CloudFront (CDN),Engineering,Dev,0.0,129.33,USD
2026-03-04,res-5469,RDS (Database),Sales,Prod,17.405136066587904,44.58,USD
2026-02-15,res-7291,RDS (Database),Marketing,Dev,0.0,70.86,USD
2026-02-14,res-8350,CloudFront (CDN),,Prod,82.28690870072377,21.26,USD
2026-03-10,res-6960,RDS (Database),,Dev,37.49848975385729,21.57,USD
2026-02-05,res-4943,S3 (Storage),Sales,Staging,87.55797473914606,30.13,USD
2026-01-12,res-6387,RDS (Database),Marketing,Dev,28.416613078666042,6.53,USD
2026-02-21,res-7643,CloudFront (CDN),Sales,Prod,32.58379355388557,0.65,USD
2026-01-08,res-9977,RDS (Database),Data Science,Dev,0.0,86.44,USD
2026-04-01,res-8068,CloudFront (CDN),Data Science,Staging,68.38626344277671,22.08,USD
2026-01-19,res-9478,EC2 (Compute),,Staging,8.997373101695235,25.64,USD
2026-03-15,res-9199,Lambda (Serverless),Data Science,Dev,77.78766349155296,26.37,USD
2026-03-30,res-2275,Lambda (Serverless),Engineering,Prod,33.53200495629157,35.1,USD
2026-03-31,res-7151,EC2 (Compute),Marketing,Prod,74.04394942326269,8.54,USD
2026-01-07,res-9089,RDS (Database),Sales,Dev,3.604734207843728,27.7,USD
2026-01-01,res-1298,Lambda (Serverless),Sales,Dev,22.65529839227226,15.1,USD
2026-03-30,res-7472,RDS (Database),Data Science,Prod,95.79353787515382,44.8,USD
2026-02-25,res-5051,EC2 (Compute),Data Science,Staging,47.563649524894025,34.66,USD
2026-02-03,res-3872,S3 (Storage),Marketing,Dev,59.746589418257486,45.82,USD
2026-03-24,res-2202,EC2 (Compute),Data Science,Staging,73.4950407703796,14.93,USD
2026-01-26,res-9669,RDS (Database),Marketing,Prod,90.85766970917575,19.83,USD
2026-03-21,res-2491,S3 (Storage),Data Science,Staging,70.5303368387408,29.41,USD
2026-01-09,res-1899,S3 (Storage),Sales,Prod,5.036651393406069,44.29,USD
2026-01-12,res-5477,EC2 (Compute),Engineering,Prod,97.03133639190396,17.43,USD
2026-03-28,res-9632,Lambda (Serverless),Engineering,Dev,10.168878780771433,24.95,USD
2026-01-29,res-3541,CloudFront (CDN),,Staging,22.709297826611017,35.36,USD
2026-03-03,res-1187,S3 (Storage),Data Science,Prod,60.00763833097864,33.65,USD
2026-01-14,res-8231,S3 (Storage),Sales,Dev,99.64690764386815,0.41,USD
2026-02-16,res-3497,RDS (Database),,Staging,20.62741755884353,0.2,USD
2026-03-10,res-6175,Lambda (Serverless),Data Science,Dev,9.903850418748531,35.86,USD
2026-01-21,res-7997,RDS (Database),,Staging,44.53138571435793,38.38,USD
2026-03-20,res-8436,Lambda (Serverless),Engineering,Dev,2.1276520264638132,39.06,USD
2026-02-07,res-1661,CloudFront (CDN),,Dev,7.40521606196779,6.87,USD
2026-01-26,res-8911,RDS (Database),Marketing,Prod,80.65646538598911,40.4,USD
2026-01-18,res-9913,Lambda (Serverless),Marketing,Dev,91.96782302906976,46.02,USD
2026-02-15,res-8583,EC2 (Compute),Data Science,Dev,95.02839034962908,48.48,USD
2026-03-15,res-1483,RDS (Database),Data Science,Prod,20.35548662566083,45.79,USD
2026-03-18,res-3329,RDS (Database),Engineering,Dev,63.40847850782606,49.18,USD
2026-01-24,res-1389,S3 (Storage),Sales,Dev,6.865197038161747,1.58,USD
2026-04-01,res-2452,EC2 (Compute),Engineering,Dev,5.397397689624743,36.94,USD
2026-01-19,res-3505,RDS (Database),Marketing,Prod,2.2211854099386517,13.24,USD
2026-03-24,res-7228,CloudFront (CDN),,Staging,99.74687634712217,35.34,USD
2026-01-04,res-1248,Lambda (Serverless),,Dev,53.88032467937352,29.65,USD
2026-02-17,res-4987,S3 (Storage),Engineering,Prod,70.0226354091518,8.11,USD
2026-03-01,res-1999,Lambda (Serverless),Data Science,Staging,54.838402851706014,5.5,USD
2026-03-16,res-6165,S3 (Storage),Marketing,Staging,0.0,192.24,USD
2026-01-18,res-8322,S3 (Storage),Marketing,Prod,3.587021718238917,29.31,USD
2026-01-07,res-2418,Lambda (Serverless),,Dev,34.60813616183406,13.74,USD
2026-02-15,res-7618,EC2 (Compute),Sales,Prod,46.06662568716072,49.94,USD
2026-01-03,res-7807,S3 (Storage),Engineering,Dev,20.77393517407408,35.75,USD
2026-03-28,res-4289,RDS (Database),Sales,Prod,54.272175622780665,15.16,USD
2026-01-26,res-1196,Lambda (Serverless),Sales,Prod,71.08263673497494,41.14,USD
2026-01-24,res-3230,RDS (Database),Data Science,Staging,39.678606714535015,21.61,USD
2026-03-29,res-9176,CloudFront (CDN),Engineering,Prod,82.99408948576011,5.13,USD
2026-03-27,res-3969,Lambda (Serverless),Sales,Dev,38.68656171214922,36.08,USD
2026-02-10,res-5038,RDS (Database),Data Science,Staging,51.277825876159326,4.07,USD
2026-03-19,res-7268,CloudFront (CDN),Engineering,Staging,34.784046413086784,45.57,USD
2026-03-20,res-4878,EC2 (Compute),Marketing,Staging,68.85563928315266,47.87,USD
2026-01-25,res-4716,CloudFront (CDN),Sales,Dev,28.39738095938999,21.43,USD
2026-01-09,res-3535,RDS (Database),Sales,Staging,13.752309830881892,21.17,USD
2026-01-24,res-4715,RDS (Database),Engineering,Dev,47.34685048456017,11.09,USD
2026-03-09,res-6436,EC2 (Compute),Data Science,Dev,84.71327105782785,36.68,USD
2026-03-13,res-6549,Lambda (Serverless),Data Science,Prod,49.84278608568153,40.61,USD
2026-03-01,res-9359,S3 (Storage),Data Science,Prod,0.0,134.18,USD
2026-01-14,res-7319,S3 (Storage),,Staging,60.52264238121687,11.35,USD
2026-01-09,res-7407,Lambda (Serverless),Engineering,Prod,24.354918049160805,22.88,USD
2026-03-22,res-7619,RDS (Database),Sales,Staging,76.72802068993951,3.76,USD
2026-02-15,res-5311,Lambda (Serverless),Marketing,Dev,36.88515973355542,22.19,USD
2026-01-16,res-5015,Lambda (Serverless),Data Science,Dev,71.32152095939782,13.62,USD
2026-01-08,res-3850,EC2 (Compute),Data Science,Prod,68.53267082694585,3.67,USD
2026-01-26,res-3993,EC2 (Compute),Marketing,Dev,62.75491402077421,37.54,USD
2026-03-05,res-5773,Lambda (Serverless),,Staging,4.692231610445871,11.5,USD
2026-03-09,res-8495,CloudFront (CDN),Engineering,Dev,94.51699615705564,5.62,USD
2026-01-20,res-5352,CloudFront (CDN),Engineering,Staging,52.40041578797847,36.19,USD
2026-03-16,res-4239,EC2 (Compute),Sales,Prod,92.16247333038069,31.15,USD
2026-02-02,res-6787,RDS (Database),Sales,Staging,20.17441377321269,27.44,USD
2026-03-14,res-5774,S3 (Storage),Marketing,Dev,62.29117484949668,43.09,USD
2026-01-08,res-2438,Lambda (Serverless),,Dev,9.201243874662522,2.01,USD
2026-01-14,res-9177,RDS (Database),,Dev,15.424270361191889,1.84,USD
2026-03-12,res-1339,RDS (Database),Marketing,Dev,57.404695062342725,7.19,USD
2026-03-20,res-4796,Lambda (Serverless),Marketing,Prod,26.508102534858256,38.73,USD
2026-02-20,res-7328,RDS (Database),Marketing,Prod,26.878337446507487,6.67,USD
2026-01-01,res-7589,Lambda (Serverless),Marketing,Dev,31.767874976074705,28.32,USD
2026-01-22,res-6142,CloudFront (CDN),Data Science,Prod,12.24677834294632,2.1,USD
2026-02-05,res-4225,EC2 (Compute),Data Science,Dev,99.54467243850033,27.22,USD
2026-02-14,res-9757,RDS (Database),Data Science,Staging,18.93814009451223,20.14,USD
2026-03-04,res-9627,RDS (Database),Sales,Staging,0.0,112.75,USD
2026-03-05,res-2438,EC2 (Compute),Engineering,Prod,25.898464303749243,18.03,USD
2026-01-04,res-6544,CloudFront (CDN),Marketing,Staging,84.02155650370814,40.93,USD
2026-02-16,res-6594,CloudFront (CDN),Engineering,Prod,42.18516561857331,40.56,USD
2026-01-03,res-6752,S3 (Storage),Marketing,Prod,4.491339223128808,20.36,USD
2026-02-07,res-9748,S3 (Storage),Marketing,Prod,57.29170776094427,24.23,USD
2026-01-27,res-4979,CloudFront (CDN),Sales,Prod,20.188893590904282,49.89,USD
2026-01-06,res-1745,S3 (Storage),Sales,Dev,49.11750979259091,46.45,USD
2026-02-19,res-6411,RDS (Database),Engineering,Staging,81.68840974929886,39.23,USD
2026-03-31,res-3103,EC2 (Compute),Engineering,Staging,93.98208444490675,42.21,USD
2026-01-05,res-8731,S3 (Storage),Sales,Dev,26.652816371238302,27.43,USD
2026-01-31,res-8488,S3 (Storage),Sales,Prod,6.374540963325495,28.55,USD
2026-03-23,res-9979,Lambda (Serverless),Engineering,Dev,59.4818312929117,42.64,USD
2026-02-07,res-3056,RDS (Database),,Staging,97.09095360061812,45.12,USD
2026-02-14,res-3408,CloudFront (CDN),Data Science,Staging,70.95469259394264,5.37,USD
2026-02-26,res-8367,S3 (Storage),,Staging,91.2206792646703,41.58,USD
2026-01-03,res-5704,EC2 (Compute),Marketing,Staging,92.8014913593954,4.95,USD
2026-03-06,res-3212,EC2 (Compute),Data Science,Prod,24.834615593189685,17.74,USD
2026-01-07,res-2677,RDS (Database),Data Science,Staging,80.40643551130024,49.03,USD
2026-02-01,res-4713,CloudFront (CDN),Sales,Dev,52.14550409333816,34.74,USD
2026-01-24,res-8182,CloudFront (CDN),Engineering,Staging,0.0,168.67,USD
2026-02-01,res-5516,S3 (Storage),Data Science,Staging,9.770933412772138,6.24,USD
2026-02-05,res-5554,CloudFront (CDN),Engineering,Staging,70.06120617589539,20.5,USD
2026-01-29,res-6716,RDS (Database),Data Science,Staging,45.89766414879743,46.9,USD
2026-03-27,res-1350,RDS (Database),Engineering,Prod,7.1503335127032095,49.04,USD
2026-01-09,res-2846,S3 (Storage),Sales,Staging,16.7670740371356,18.46,USD
2026-01-14,res-9964,RDS (Database),Marketing,Staging,35.5024928392845,8.89,USD
2026-02-23,res-3855,Lambda (Serverless),Marketing,Prod,26.59958348911928,31.02,USD
2026-01-09,res-8771,CloudFront (CDN),Marketing,Staging,73.23857698375404,10.44,USD
2026-02-07,res-9775,CloudFront (CDN),Marketing,Staging,78.74375749960296,19.8,USD
2026-04-01,res-7509,CloudFront (CDN),,Dev,0.0,152.49,USD
2026-03-10,res-5655,CloudFront (CDN),,Dev,84.90489924018246,45.26,USD
2026-01-12,res-8685,CloudFront (CDN),,Staging,52.62245221388316,47.51,USD
2026-02-19,res-3359,RDS (Database),,Staging,50.171698163102995,24.93,USD
2026-01-15,res-8307,S3 (Storage),,Staging,71.0526140696944,30.02,USD
2026-02-24,res-4039,Lambda (Serverless),,Prod,64.53992131895738,42.62,USD
2026-01-02,res-9246,CloudFront (CDN),Marketing,Staging,49.01091145899437,34.18,USD
2026-01-10,res-7015,CloudFront (CDN),Data Science,Staging,17.415034597361878,17.87,USD
2026-03-12,res-4669,EC2 (Compute),Data Science,Dev,0.0,198.01,USD
2026-02-09,res-6880,EC2 (Compute),Marketing,Dev,41.48052499044372,14.41,USD
2026-03-01,res-5406,S3 (Storage),Engineering,Staging,96.22659894251873,21.5,USD
2026-03-18,res-5424,RDS (Database),,Staging,83.48529368315965,15.6,USD
2026-03-23,res-9416,CloudFront (CDN),,Staging,73.69491531868464,37.58,USD
2026-02-14,res-2499,S3 (Storage),,Prod,0.0,181.76,USD
2026-01-03,res-3212,S3 (Storage),Sales,Dev,77.65492101290405,47.17,USD
2026-03-19,res-2992,EC2 (Compute),Engineering,Prod,73.68490777195431,26.81,USD
2026-02-15,res-6603,Lambda (Serverless),,Dev,40.26600126480728,11.25,USD
2026-02-25,res-2594,S3 (Storage),Sales,Prod,84.3257649843292,26.59,USD
2026-02-04,res-7677,Lambda (Serverless),Engineering,Prod,27.52640512364945,21.39,USD
2026-02-01,res-5991,CloudFront (CDN),Marketing,Dev,90.06370439032911,33.76,USD
2026-03-24,res-1072,EC2 (Compute),Marketing,Prod,9.306659799398052,47.15,USD
2026-03-28,res-4841,CloudFront (CDN),Data Science,Staging,9.051620356038185,14.11,USD
2026-03-28,res-3711,RDS (Database),Sales,Dev,66.57953343838686,10.67,USD
2026-01-28,res-9737,S3 (Storage),Marketing,Dev,72.23698328487137,18.86,USD
2026-01-01,res-3238,CloudFront (CDN),Engineering,Staging,11.1588558299093,7.21,USD
2026-02-20,res-7790,S3 (Storage),,Prod,35.916558322415604,4.82,USD
2026-01-07,res-6258,Lambda (Serverless),Sales,Dev,21.176133749952406,4.41,USD
2026-03-05,res-8856,CloudFront (CDN),,Staging,90.84449961548603,15.98,USD
2026-02-16,res-3101,Lambda (Serverless),Marketing,Dev,6.519041543908481,12.79,USD
2026-03-23,res-9048,Lambda (Serverless),,Prod,60.058848637004246,28.68,USD
2026-03-18,res-4642,EC2 (Compute),Engineering,Dev,74.69964941944254,35.03,USD
2026-02-04,res-2149,S3 (Storage),Marketing,Prod,64.4179041888268,10.41,USD
2026-03-29,res-3594,CloudFront (CDN),Marketing,Dev,85.16645524504237,27.59,USD
2026-04-01,res-3938,CloudFront (CDN),,Prod,25.938781302967126,5.99,USD
2026-03-19,res-3375,EC2 (Compute),Data Science,Prod,27.752641957983816,40.63,USD
2026-01-06,res-5150,RDS (Database),Marketing,Prod,32.89872053828466,48.51,USD
2026-01-01,res-1450,S3 (Storage),Data Science,Staging,11.85659077405003,24.2,USD
2026-02-04,res-6148,RDS (Database),Sales,Dev,10.852246036023876,12.7,USD
2026-03-16,res-5137,S3 (Storage),Data Science,Dev,64.58318533161412,22.97,USD
2026-03-02,res-7325,EC2 (Compute),Engineering,Dev,0.0,190.69,USD
2026-02-02,res-3327,Lambda (Serverless),Sales,Staging,91.9323685096477,3.07,USD
